Open,High,Low,Close
132.88,133.08,132.77,133.06
133.02,133.07,132.68,132.75
132.75,133.06,132.73,133.03
133.04,133.32,132.95,133.26
133.26,133.26,132.94,132.99
132.99,133.19,132.86,133.07
133.02,133.12,132.53,132.69
132.69,132.82,132.36,132.47
132.43,132.55,131.87,132.11
132.10,132.32,132.01,132.17
132.17,132.36,131.91,131.91
131.89,132.11,131.88,131.88
131.88,132.16,131.88,131.94
131.96,132.11,131.54,131.76
131.76,131.98,131.61,131.96
131.98,132.17,131.78,132.12
132.12,132.53,132.06,132.25
132.25,132.49,132.25,132.38
132.38,132.39,131.97,132.20
132.21,132.34,132.13,132.25
132.25,132.57,132.16,132.56
132.56,132.82,132.53,132.71
132.71,132.71,132.26,132.39
132.39,132.39,132.09,132.26
132.26,132.50,132.24,132.49
132.49,132.75,132.26,132.75
132.75,133.04,132.72,133.00
133.00,133.17,132.88,133.13
133.13,133.25,133.00,133.11
133.10,133.12,132.80,132.83
132.83,133.09,132.83,132.95
132.95,132.97,132.71,132.85
132.85,132.86,132.65,132.82
132.82,132.82,132.60,132.74
132.79,133.15,132.79,133.06
133.06,133.06,132.40,132.56
132.56,132.57,132.02,132.03
132.03,132.54,132.00,132.50
132.51,132.54,132.40,132.50
132.53,133.00,132.53,132.94
132.94,133.13,132.90,133.05
133.06,133.18,132.86,133.14
133.14,133.38,133.03,133.37
133.37,133.43,133.20,133.40
133.40,133.67,133.30,133.67
133.67,133.80,133.53,133.69
133.69,133.69,133.50,133.54
133.54,133.54,133.35,133.49
133.49,133.76,133.49,133.71
133.72,133.74,133.47,133.61
133.63,133.80,133.63,133.80
133.80,133.84,133.60,133.64
133.64,133.80,133.63,133.75
133.75,133.77,133.65,133.71
133.71,133.81,133.65,133.65
133.69,133.69,133.26,133.32
133.32,133.35,133.07,133.13
133.13,133.24,133.07,133.21
133.21,133.31,133.07,133.07
133.17,133.39,132.82,133.12
133.12,133.27,133.08,133.08
133.08,133.34,133.08,133.33
133.31,133.72,133.30,133.66
133.66,133.84,133.64,133.71
133.72,133.94,133.67,133.81
133.81,133.82,133.50,133.56
133.55,133.80,133.51,133.71
133.73,133.74,133.47,133.48
133.48,133.52,133.26,133.37
133.37,133.72,133.37,133.72
133.72,133.91,133.68,133.76
133.71,133.97,133.71,133.94
133.95,134.22,133.94,134.19
134.19,134.27,133.99,134.06
134.06,134.19,133.89,134.17
134.11,134.25,134.11,134.12
134.14,134.19,133.98,134.10
134.10,134.24,133.96,134.19
134.19,134.40,134.10,134.36
134.36,134.40,134.14,134.14
134.14,134.23,133.70,133.80
133.80,134.08,133.77,133.99
133.99,134.05,133.83,133.87
133.87,133.95,133.56,133.63
133.66,134.15,133.66,133.93
133.93,134.09,133.90,134.02
134.02,134.16,134.02,134.15
134.17,134.34,134.14,134.31
134.31,134.32,134.08,134.16
134.16,134.46,134.16,134.37
134.37,134.40,134.01,134.06
134.06,134.38,134.05,134.35
134.35,134.44,134.27,134.30
134.30,134.63,134.30,134.58
134.58,134.71,134.47,134.71
134.71,134.79,134.26,134.61
134.62,134.76,134.52,134.66
134.62,134.74,134.53,134.61
134.61,134.79,134.51,134.65
134.65,134.65,134.23,134.56
134.56,135.00,134.56,134.91
134.91,135.07,134.85,135.00
135.00,135.06,134.70,134.95
134.94,134.94,134.71,134.82
134.82,134.92,134.29,134.46
134.47,134.62,134.16,134.30
134.38,134.50,134.26,134.35
134.35,134.71,134.08,134.09
134.10,134.10,133.27,133.28
133.28,133.72,133.23,133.53
133.53,133.59,133.26,133.33
133.34,133.45,132.75,132.96
133.04,133.19,132.90,133.13
133.13,133.30,133.06,133.27
133.27,133.27,132.57,132.57
132.57,132.94,132.40,132.85
132.85,132.85,132.44,132.64
132.64,132.80,132.28,132.38
132.38,132.91,132.33,132.87
132.87,132.95,132.10,132.60
132.61,132.88,132.54,132.88
132.89,133.90,132.89,133.87
133.87,133.98,133.52,133.98
133.98,134.37,133.85,134.36
134.37,134.38,133.88,133.88
133.88,133.90,133.43,133.66
133.66,133.76,133.20,133.30
133.30,133.40,132.68,132.73
132.70,132.86,132.02,132.08
136.59,136.65,135.61,136.08
136.08,136.49,135.47,135.96
136.00,137.23,135.56,137.13
137.13,137.38,136.74,136.94
136.94,137.69,136.94,137.50
137.50,137.58,136.88,137.18
137.18,137.25,135.93,136.05
136.05,136.94,135.96,136.92
136.92,137.27,136.67,136.76
136.76,137.17,136.53,136.81
136.81,137.01,136.33,136.52
136.52,137.29,136.36,137.27
137.26,137.34,136.34,136.40
136.40,136.83,135.91,135.95
135.95,136.59,135.93,136.41
136.40,136.58,135.84,136.10
136.09,136.38,135.96,136.30
136.30,136.92,136.29,136.76
136.79,137.08,136.24,136.28
136.28,136.49,135.62,135.64
135.64,135.88,134.99,135.10
135.06,135.47,134.55,134.61
134.61,135.16,134.61,134.99
134.99,135.48,134.95,135.48
135.48,136.34,135.47,136.27
136.26,136.72,136.14,136.46
136.50,136.90,136.18,136.87
136.87,136.88,136.17,136.31
136.31,136.54,135.94,136.05
136.05,136.35,136.05,136.22
136.21,136.87,136.11,136.79
136.86,137.41,136.84,137.37
137.37,137.57,136.94,137.47
137.48,138.08,137.42,138.01
138.01,138.03,137.66,138.03
138.03,138.25,137.77,137.86
137.92,138.03,137.40,137.54
137.54,137.73,137.40,137.43
137.46,137.83,137.36,137.75
137.75,138.20,137.75,137.97
137.97,138.13,137.65,137.78
137.78,137.78,137.01,137.40
137.40,137.79,137.33,137.62
137.62,137.84,137.42,137.45
137.43,137.84,137.13,137.65
137.65,137.99,137.38,137.79
137.79,138.18,137.79,138.03
138.03,138.39,138.00,138.15
138.15,138.32,138.10,138.18
138.18,138.34,137.76,137.82
137.82,138.00,137.55,137.80
137.80,137.80,137.26,137.51
137.51,137.83,137.46,137.75
137.75,138.09,137.63,137.63
137.63,137.66,137.25,137.40
137.44,137.46,137.06,137.21
137.15,137.18,136.59,136.63
136.63,137.17,136.54,136.91
136.91,137.19,136.77,136.77
136.77,137.06,136.61,136.62
136.62,137.61,136.59,137.53
137.54,137.96,137.37,137.86
137.86,138.01,137.69,138.00
138.00,138.07,137.75,137.86
137.86,138.00,137.68,137.94
137.92,137.99,137.52,137.66
137.66,137.88,137.57,137.69
137.67,137.87,137.47,137.58
137.55,137.76,137.37,137.71
137.71,137.89,137.65,137.80
137.80,137.93,137.24,137.53
137.54,137.74,137.43,137.51
137.53,137.56,136.95,137.02
137.00,137.25,136.88,136.89
136.92,137.15,136.07,136.11
136.11,136.43,135.00,135.24
135.26,135.41,134.15,134.57
134.54,134.98,134.50,134.89
134.89,135.20,134.70,135.00
135.00,135.01,134.00,134.17
134.17,134.70,133.92,134.67
134.67,135.44,134.57,135.37
135.37,135.53,135.16,135.32
135.32,135.34,134.92,135.24
135.24,135.24,134.69,134.99
134.99,135.21,134.48,134.74
134.75,134.94,134.08,134.08
134.08,134.08,132.96,132.99
132.99,133.22,131.84,132.10
132.10,132.76,132.04,132.34
132.36,132.39,130.95,131.16
131.15,132.05,131.14,132.05
132.05,132.87,131.74,132.74
132.74,132.99,132.59,132.83
132.83,133.18,132.11,133.15
133.15,133.50,132.82,133.39
133.37,133.81,133.28,133.70
133.70,133.80,133.53,133.79
133.79,133.95,133.37,133.93
133.93,133.93,133.51,133.69
133.69,133.75,132.85,132.85
132.87,133.89,132.76,133.89
133.88,134.51,133.77,134.46
134.46,134.61,134.23,134.42
134.42,134.47,134.15,134.31
134.31,134.53,133.88,133.97
133.97,134.01,132.99,133.03
133.03,133.51,132.93,133.34
133.40,133.48,132.77,132.84
132.84,133.96,132.60,133.96
133.96,134.24,133.87,134.08
134.08,134.89,134.02,134.86
134.86,135.13,134.60,134.94
134.93,135.05,134.67,135.00
135.00,135.02,134.76,134.91
134.89,135.21,134.80,135.05
135.05,135.30,134.77,135.30
135.29,135.29,134.69,134.91
134.91,135.24,134.83,134.92
134.92,135.43,134.90,135.42
135.36,135.45,135.07,135.29
135.29,135.29,134.85,135.13
135.13,135.17,134.85,134.91
134.91,135.16,134.71,134.89
134.89,135.05,134.06,134.21
134.21,134.91,134.16,134.78
134.78,134.84,134.36,134.57
134.57,134.89,134.21,134.87
134.90,135.21,134.82,135.06
135.06,135.33,135.01,135.18
135.18,135.42,134.96,135.15
135.15,135.50,135.03,135.49
135.49,135.80,135.39,135.79
135.79,135.98,135.54,135.60
135.64,135.91,135.58,135.61
135.61,135.79,135.45,135.47
135.47,135.51,134.73,134.85
134.85,135.26,134.79,134.93
134.93,135.42,134.93,135.38
135.39,135.84,135.39,135.84
135.83,135.86,135.49,135.54
135.54,135.54,135.20,135.30
135.30,135.62,135.26,135.35
135.35,135.35,134.87,135.02
135.02,135.30,134.63,134.63
134.62,134.69,133.67,133.72
133.72,134.04,133.70,133.98
134.01,134.01,133.33,133.54
133.54,133.88,133.47,133.62
133.62,133.93,133.40,133.76
133.76,134.16,133.48,134.11
