Open,High,Low,Close,Moving Average 200,Moving Average 50,Exp Moving Average 10,Exp Moving Average 20
320.09,320.10,318.37,319.28,301.16,312.53,319.19,317.37
320.30,321.21,320.15,320.79,301.35,312.81,319.48,317.70
320.79,320.90,319.69,319.90,301.54,313.10,319.56,317.91
319.89,320.93,319.63,320.73,301.73,313.39,319.77,318.18
320.75,321.37,320.67,321.16,301.92,313.69,320.02,318.46
321.16,321.27,320.60,320.85,302.10,313.98,320.17,318.69
320.86,321.12,320.48,320.54,302.28,314.25,320.24,318.86
320.54,321.02,320.51,320.84,302.47,314.53,320.35,319.05
320.84,321.20,320.74,321.09,302.66,314.81,320.48,319.25
321.09,321.91,320.93,321.76,302.85,315.11,320.72,319.49
321.76,322.16,321.62,322.06,303.05,315.43,320.96,319.73
322.06,322.14,321.78,322.07,303.24,315.71,321.16,319.95
322.06,322.10,321.67,321.85,303.42,315.93,321.29,320.13
321.85,323.41,321.79,323.25,303.62,316.18,321.64,320.43
320.26,320.76,319.66,319.76,303.79,316.35,321.30,320.37
319.76,320.45,319.36,320.12,303.96,316.52,321.09,320.34
320.12,321.69,320.03,321.37,304.14,316.71,321.14,320.44
321.37,321.75,320.93,321.32,304.32,316.91,321.17,320.52
321.32,321.41,320.47,320.62,304.50,317.10,321.07,320.53
320.62,320.99,320.16,320.98,304.63,317.29,321.05,320.58
320.98,321.45,320.33,321.42,304.77,317.49,321.12,320.66
321.41,321.94,321.26,321.94,304.91,317.69,321.27,320.78
321.93,322.22,321.87,321.97,305.05,317.88,321.40,320.89
321.97,322.08,320.95,321.01,305.18,318.05,321.33,320.90
321.01,321.75,320.96,321.71,305.31,318.24,321.40,320.98
321.71,322.37,321.33,322.21,305.45,318.45,321.54,321.10
322.21,322.22,320.48,320.81,305.57,318.61,321.41,321.07
321.40,321.78,319.62,320.29,305.69,318.76,321.21,320.99
320.29,320.60,318.64,319.04,305.81,318.91,320.81,320.81
319.04,320.03,318.22,318.70,305.93,319.06,320.43,320.61
318.69,319.95,318.55,319.64,306.05,319.22,320.28,320.52
319.65,320.16,318.91,319.71,306.17,319.41,320.18,320.44
319.76,320.51,319.39,320.32,306.30,319.60,320.20,320.43
320.31,320.38,319.95,320.23,306.42,319.78,320.21,320.41
320.24,320.51,319.79,320.10,306.55,319.95,320.19,320.38
320.10,320.40,319.87,319.95,306.67,320.15,320.15,320.34
319.95,322.39,318.94,322.09,306.80,320.39,320.50,320.51
322.09,322.18,319.03,319.93,306.93,320.56,320.40,320.45
319.94,321.41,318.88,321.34,307.06,320.63,320.57,320.53
321.34,321.48,318.89,319.01,307.17,320.65,320.28,320.39
311.31,312.15,310.01,311.65,307.26,320.50,318.71,319.56
311.66,311.96,310.16,310.18,307.33,320.29,317.16,318.66
310.18,311.20,308.92,309.10,307.40,320.07,315.70,317.75
309.08,309.56,308.36,308.79,307.47,319.85,314.44,316.90
308.80,309.01,307.16,308.01,307.55,319.60,313.27,316.05
308.00,308.02,304.92,305.36,307.60,319.30,311.83,315.03
305.36,306.70,303.75,304.23,307.63,318.98,310.45,314.01
304.22,305.87,303.93,304.88,307.67,318.67,309.44,313.14
304.89,305.38,303.77,304.72,307.70,318.37,308.58,312.33
304.71,304.77,302.99,303.95,307.74,318.05,307.74,311.54
303.95,304.08,301.06,301.77,307.76,317.70,306.65,310.61
301.77,302.90,300.25,300.71,307.78,317.30,305.57,309.66
300.71,302.58,300.01,300.59,307.80,316.91,304.67,308.80
308.32,309.08,307.06,307.63,307.86,316.65,305.20,308.69
307.63,308.42,306.06,306.07,307.91,316.35,305.36,308.44
306.09,306.51,302.67,302.68,307.93,315.99,304.87,307.89
302.67,303.73,300.46,302.38,307.96,315.62,304.42,307.37
302.38,305.28,301.82,305.22,308.00,315.31,304.57,307.16
305.21,305.89,303.84,304.31,308.04,314.98,304.52,306.89
304.31,304.40,302.59,303.79,308.07,314.62,304.39,306.59
303.79,304.01,301.47,301.85,308.10,314.21,303.93,306.14
301.85,302.23,298.74,298.88,308.13,313.75,303.01,305.45
298.88,301.29,298.60,301.08,308.16,313.33,302.66,305.03
301.08,302.68,300.35,302.10,308.19,312.91,302.56,304.75
302.10,303.73,301.06,301.71,308.22,312.55,302.40,304.46
301.71,305.07,301.16,304.27,308.27,312.23,302.74,304.45
298.01,300.11,296.74,299.95,308.29,311.80,302.23,304.02
299.94,301.33,299.40,299.99,308.31,311.38,301.83,303.63
299.99,301.76,299.27,300.93,308.34,310.98,301.66,303.38
300.93,302.63,300.75,301.78,308.38,310.60,301.68,303.22
301.78,302.29,301.05,301.92,308.41,310.21,301.73,303.10
301.89,303.79,301.65,303.56,308.46,309.84,302.06,303.14
303.56,304.42,303.06,304.37,308.51,309.49,302.48,303.26
304.36,305.31,304.09,304.46,308.56,309.16,302.84,303.37
304.46,304.83,303.81,304.06,308.62,308.81,303.06,303.44
304.06,308.22,304.06,307.90,308.69,308.52,303.94,303.86
307.90,308.28,306.52,306.73,308.75,308.24,304.45,304.14
306.74,307.79,305.84,305.90,308.81,307.95,304.71,304.31
305.86,307.12,304.54,307.03,308.87,307.71,305.13,304.56
315.56,315.56,313.77,314.54,308.97,307.63,306.84,305.51
314.54,315.54,314.18,315.37,309.07,307.54,308.39,306.45
315.37,315.64,309.06,309.44,309.14,307.34,308.58,306.74
309.44,312.83,307.67,312.55,309.23,307.18,309.31,307.29
312.55,313.70,311.74,312.26,309.31,307.02,309.84,307.76
312.27,312.80,311.17,312.65,309.37,306.87,310.35,308.23
312.64,314.18,312.59,313.48,309.43,306.74,310.92,308.73
313.48,314.94,313.23,313.70,309.50,306.57,311.43,309.20
313.69,313.87,312.14,312.70,309.55,306.43,311.66,309.54
312.70,314.37,312.21,313.34,309.62,306.27,311.96,309.90
313.34,314.21,312.74,313.07,309.68,306.15,312.16,310.20
313.07,313.32,310.61,312.08,309.74,306.16,312.15,310.38
312.08,313.03,311.19,312.93,309.80,306.21,312.29,310.62
314.04,314.11,312.02,312.66,309.85,306.29,312.36,310.82
312.65,313.46,311.39,311.66,309.91,306.34,312.23,310.90
311.66,313.38,311.16,312.82,309.96,306.44,312.34,311.08
312.81,313.11,311.93,312.35,310.02,306.58,312.34,311.20
312.35,313.17,312.15,313.10,310.09,306.76,312.48,311.38
313.11,313.18,312.46,312.88,310.16,306.92,312.55,311.52
312.88,313.98,312.84,313.54,310.23,307.09,312.73,311.72
313.55,314.16,313.52,314.02,310.31,307.29,312.97,311.94
314.02,314.39,313.68,313.68,310.38,307.53,313.10,312.10
313.68,314.10,313.15,313.71,310.45,307.79,313.21,312.25
313.71,314.15,313.02,313.06,310.52,308.04,313.18,312.33
313.06,313.06,311.45,311.85,310.57,308.13,312.94,312.29
311.84,312.31,310.86,311.57,310.63,308.24,312.69,312.22
309.98,311.55,309.51,310.78,310.68,308.40,312.34,312.08
310.76,311.86,310.75,311.15,310.73,308.57,312.13,311.99
311.15,312.30,310.22,312.21,310.79,308.71,312.14,312.01
312.20,312.30,311.56,311.73,310.83,308.86,312.07,311.99
311.73,312.07,310.75,310.92,310.87,309.00,311.86,311.88
310.92,311.58,310.44,311.40,310.91,309.20,311.77,311.84
311.41,311.51,310.81,311.39,310.94,309.45,311.70,311.80
311.38,311.70,311.16,311.56,310.97,309.66,311.68,311.77
311.56,311.99,311.49,311.85,311.01,309.85,311.71,311.78
311.85,311.93,310.66,311.21,311.04,310.04,311.62,311.73
311.21,311.74,310.47,310.53,311.06,310.17,311.42,311.61
310.52,310.84,310.06,310.77,311.08,310.38,311.30,311.53
310.77,312.00,310.57,311.74,311.11,310.62,311.38,311.55
314.10,314.38,312.71,312.96,311.14,310.86,311.67,311.69
312.96,313.38,312.71,313.04,311.18,311.08,311.92,311.81
313.05,313.09,312.08,312.28,311.21,311.29,311.98,311.86
312.27,312.96,311.60,312.25,311.25,311.46,312.03,311.90
312.24,312.33,311.56,311.69,311.29,311.61,311.97,311.88
311.69,311.76,307.95,309.22,311.33,311.71,311.47,311.62
309.22,310.54,308.54,310.42,311.37,311.83,311.28,311.51
310.42,310.47,308.66,308.91,311.41,311.85,310.85,311.26
308.89,309.43,307.89,307.90,311.44,311.88,310.31,310.94
307.90,308.70,306.53,307.60,311.47,311.91,309.82,310.62
307.60,309.63,307.21,309.42,311.51,311.96,309.75,310.51
309.43,310.54,308.70,309.91,311.56,311.87,309.78,310.45
309.91,310.30,308.54,308.58,311.59,311.73,309.56,310.27
307.95,308.67,306.75,308.51,311.63,311.71,309.37,310.11
308.51,309.67,308.30,309.37,311.66,311.65,309.37,310.04
309.37,309.45,308.15,308.16,311.68,311.57,309.15,309.86
308.16,309.20,307.85,309.06,311.71,311.49,309.13,309.78
309.06,309.46,308.73,309.10,311.73,311.41,309.13,309.72
309.10,310.47,309.10,310.25,311.76,311.34,309.33,309.77
310.26,310.81,310.01,310.50,311.79,311.29,309.54,309.84
310.51,310.81,310.21,310.27,311.82,311.23,309.67,309.88
310.27,310.62,309.96,310.45,311.85,311.18,309.82,309.93
310.46,310.47,309.72,310.31,311.87,311.14,309.91,309.97
310.31,311.04,310.23,310.96,311.90,311.10,310.10,310.06
310.95,311.05,309.30,309.69,311.92,311.05,310.02,310.03
309.69,310.84,309.68,310.66,311.95,311.03,310.14,310.09
313.50,313.84,312.62,312.98,311.98,311.03,310.65,310.36
312.98,313.57,312.30,313.56,312.02,311.05,311.18,310.67
313.56,313.65,312.11,312.78,312.06,311.05,311.47,310.87
312.77,314.18,312.38,313.99,312.10,311.07,311.93,311.17
313.99,314.04,313.14,313.82,312.14,311.07,312.27,311.42
313.82,314.03,313.42,313.74,312.17,311.07,312.54,311.64
313.74,313.90,313.40,313.67,312.21,311.07,312.75,311.83
313.67,314.36,313.64,314.22,312.25,311.08,313.01,312.06
314.22,314.50,313.50,314.18,312.29,311.10,313.23,312.26
314.20,314.20,313.40,313.86,312.33,311.14,313.34,312.41
313.86,314.10,313.11,313.36,312.36,311.18,313.34,312.50
313.36,313.61,312.63,312.72,312.39,311.22,313.23,312.52
312.72,313.08,311.61,312.03,312.42,311.23,313.01,312.48
309.84,310.51,307.65,307.75,312.42,311.14,312.05,312.03
307.75,308.37,307.00,308.27,312.43,311.07,311.37,311.67
308.26,308.27,306.15,306.48,312.43,310.99,310.48,311.17
306.48,306.82,304.29,304.97,312.42,310.86,309.48,310.58
304.97,305.12,302.10,303.46,312.40,310.70,308.38,309.91
303.46,304.52,303.08,304.09,312.37,310.55,307.60,309.35
304.08,305.33,303.63,305.24,312.34,310.42,307.17,308.96
305.24,305.50,303.83,303.89,312.30,310.27,306.58,308.48
303.89,303.91,303.03,303.86,312.26,310.14,306.08,308.04
303.86,304.66,302.78,304.55,312.23,310.01,305.80,307.71
304.55,304.83,303.52,303.70,312.19,309.85,305.42,307.32
303.70,305.74,303.70,304.67,312.16,309.69,305.28,307.07
304.67,305.68,303.63,304.13,312.12,309.51,305.07,306.79
303.47,303.83,301.28,302.98,312.08,309.32,304.69,306.43
302.99,304.98,302.87,304.77,312.04,309.17,304.71,306.27
304.78,304.95,303.46,303.96,312.00,309.02,304.57,306.05
303.96,304.38,302.64,303.90,311.96,308.91,304.45,305.85
303.89,304.13,302.51,303.84,311.92,308.78,304.34,305.65
303.84,305.12,303.84,304.54,311.88,308.69,304.38,305.55
304.54,305.27,303.97,304.66,311.84,308.63,304.43,305.46
304.66,304.87,304.12,304.50,311.80,308.57,304.44,305.37
304.50,305.03,304.06,304.57,311.76,308.47,304.46,305.30
304.56,304.85,303.82,304.17,311.73,308.35,304.41,305.19
304.17,304.50,303.50,304.27,311.69,308.27,304.39,305.10
304.26,306.98,304.00,306.69,311.67,308.23,304.80,305.25
306.69,307.64,306.18,307.29,311.66,308.19,305.26,305.45
306.17,306.39,304.52,305.23,311.62,308.13,305.25,305.43
305.23,305.25,302.07,302.86,311.58,308.01,304.82,305.18
302.86,303.10,300.69,301.51,311.54,307.86,304.22,304.83
301.54,302.84,301.45,301.99,311.50,307.69,303.81,304.56
301.99,302.91,301.39,302.60,311.45,307.53,303.59,304.37
302.61,302.67,300.50,301.64,311.37,307.36,303.24,304.11
301.64,301.92,300.74,301.83,311.29,307.19,302.98,303.90
301.80,302.50,301.54,302.14,311.21,307.02,302.83,303.73
302.14,302.58,301.71,301.79,311.11,306.84,302.64,303.54
301.79,302.09,300.63,300.89,311.02,306.66,302.32,303.29
300.89,301.09,299.85,300.47,310.92,306.46,301.98,303.02
300.46,301.04,299.66,300.35,310.82,306.21,301.69,302.77
300.35,301.46,299.42,300.02,310.72,305.94,301.38,302.51
301.42,301.73,298.93,300.59,310.62,305.69,301.24,302.32
300.58,302.38,300.57,301.95,310.53,305.45,301.37,302.29
301.97,303.43,301.92,302.58,310.44,305.23,301.59,302.32
302.59,303.33,301.49,303.21,310.36,305.02,301.88,302.40
303.21,303.38,302.57,302.69,310.28,304.80,302.03,302.43
302.69,303.67,302.69,303.54,310.19,304.58,302.30,302.53
303.54,303.81,303.27,303.35,310.11,304.37,302.49,302.61
303.35,303.62,303.21,303.58,310.02,304.16,302.69,302.70
303.57,304.02,303.38,303.63,309.93,303.97,302.86,302.79
303.64,303.83,303.04,303.12,309.84,303.78,302.91,302.82
303.12,303.51,302.70,302.93,309.76,303.59,302.91,302.83
302.94,303.10,302.22,302.82,309.67,303.50,302.90,302.83
302.83,304.45,302.44,304.44,309.58,303.42,303.18,302.99
304.01,305.38,303.82,304.79,309.50,303.38,303.47,303.16
304.80,305.96,304.73,305.47,309.41,303.39,303.83,303.38
305.47,306.68,305.24,306.56,309.34,303.46,304.33,303.68
306.56,307.33,306.44,306.89,309.26,303.51,304.79,303.99
306.89,306.92,306.27,306.79,309.18,303.54,305.16,304.25
306.79,307.53,306.60,307.21,309.12,303.61,305.53,304.53
307.21,307.39,306.20,306.31,309.05,303.66,305.67,304.70
306.31,306.56,305.69,306.44,308.97,303.70,305.81,304.87
306.44,306.63,305.91,306.52,308.90,303.75,305.94,305.03
306.52,307.06,306.03,307.06,308.83,303.80,306.14,305.22
307.06,307.43,306.90,307.42,308.76,303.87,306.37,305.43
307.42,307.92,306.67,307.68,308.70,303.96,306.61,305.64
307.68,310.20,307.60,308.59,308.63,304.04,306.97,305.92
309.57,310.92,309.30,309.81,308.57,304.15,307.49,306.29
309.85,311.03,309.78,310.91,308.52,304.29,308.11,306.73
310.92,311.26,309.57,310.60,308.46,304.43,308.56,307.10
310.60,310.70,309.07,309.23,308.40,304.52,308.68,307.30
309.22,310.45,309.18,310.26,308.34,304.64,308.97,307.59
310.25,311.12,310.11,310.99,308.30,304.76,309.34,307.91
310.98,311.44,310.45,310.78,308.26,304.89,309.60,308.18
310.78,310.94,310.30,310.81,308.22,305.02,309.82,308.43
310.81,311.07,310.31,310.74,308.17,305.15,309.99,308.65
310.74,311.28,310.67,310.92,308.13,305.24,310.16,308.87
310.92,311.18,310.30,310.91,308.08,305.31,310.29,309.06
310.91,311.70,310.77,311.50,308.04,305.43,310.51,309.30
311.50,311.89,310.44,310.56,307.99,305.59,310.52,309.42
314.24,315.48,314.14,315.37,307.97,305.86,311.40,309.98
315.37,315.70,313.56,313.61,307.92,306.10,311.80,310.33
313.61,314.33,312.78,312.91,307.89,306.30,312.01,310.57
312.91,313.13,312.04,312.83,307.85,306.53,312.16,310.79
312.83,313.85,312.79,313.61,307.82,306.76,312.42,311.06
313.61,313.71,312.86,313.69,307.83,306.99,312.65,311.31
313.69,313.80,313.23,313.71,307.85,307.23,312.84,311.54
313.70,313.76,313.38,313.63,307.87,307.49,312.99,311.74
313.62,314.20,313.57,313.76,307.90,307.75,313.13,311.93
313.76,314.16,313.51,314.06,307.93,308.03,313.30,312.13
314.07,314.40,313.94,314.09,307.97,308.31,313.44,312.32
314.09,314.21,313.25,313.30,308.01,308.56,313.42,312.41
313.32,313.47,311.51,312.18,308.05,308.77,313.19,312.39
316.38,316.88,315.87,316.72,308.11,309.05,313.83,312.80
316.72,317.68,315.56,315.97,308.17,309.31,314.22,313.10
315.95,316.95,315.69,316.90,308.25,309.59,314.71,313.47
316.90,317.16,316.70,317.14,308.33,309.86,315.15,313.82
317.14,317.23,316.44,316.45,308.41,310.12,315.39,314.07
316.45,316.58,316.00,316.26,308.45,310.38,315.54,314.27
316.25,316.58,316.09,316.48,308.50,310.63,315.71,314.48
316.49,316.56,316.02,316.56,308.57,310.90,315.87,314.68
316.56,316.68,316.35,316.63,308.64,311.18,316.01,314.87
316.62,316.64,315.56,315.97,308.70,311.44,316.00,314.97
315.97,316.38,315.71,315.99,308.76,311.67,316.00,315.07
315.99,316.27,315.63,316.22,308.82,311.90,316.04,315.18
316.23,317.24,315.86,316.99,308.89,312.13,316.21,315.35
315.38,316.25,314.90,315.99,308.98,312.32,316.17,315.41
315.99,317.05,315.83,316.77,309.06,312.52,316.28,315.54
316.77,316.93,316.05,316.83,309.13,312.72,316.38,315.66
316.83,317.52,316.72,317.26,309.21,312.92,316.54,315.82
317.26,317.36,316.58,316.73,309.27,313.13,316.57,315.90
316.74,316.98,316.12,316.35,309.35,313.32,316.53,315.95
316.35,316.46,315.93,316.37,309.44,313.52,316.50,315.99
316.38,316.56,315.72,316.24,309.51,313.71,316.46,316.01
316.24,316.44,315.98,316.20,309.58,313.88,316.41,316.03
316.20,316.30,315.61,315.67,309.65,314.04,316.27,315.99
315.67,315.68,315.04,315.53,309.71,314.18,316.14,315.95
315.53,315.53,314.68,314.98,309.77,314.28,315.93,315.86
314.98,315.12,313.37,313.70,309.81,314.34,315.52,315.65
314.59,316.19,314.21,316.10,309.87,314.45,315.63,315.69
316.10,316.30,315.12,315.25,309.91,314.57,315.56,315.65
315.25,315.77,315.04,315.39,309.95,314.67,315.53,315.63
315.38,315.47,312.70,313.47,309.99,314.72,315.15,315.42
313.47,314.37,313.34,314.14,310.03,314.79,314.97,315.30
314.14,314.73,313.99,314.58,310.03,314.86,314.90,315.23
314.59,314.94,314.10,314.92,310.02,314.95,314.90,315.20
314.91,314.95,313.58,313.93,310.05,315.01,314.73,315.08
313.93,314.43,313.70,313.86,310.05,315.07,314.57,314.96
313.86,314.64,313.60,314.39,310.06,315.12,314.53,314.91
314.39,314.71,313.82,314.57,310.07,315.20,314.54,314.88
314.57,315.95,314.53,315.55,310.08,315.21,314.72,314.94
315.55,316.17,315.16,316.13,310.10,315.26,314.98,315.05
316.85,317.10,315.35,316.10,310.11,315.32,315.18,315.15
316.10,316.40,314.58,315.16,310.12,315.37,315.18,315.15
315.17,315.41,311.82,311.94,310.12,315.34,314.59,314.85
311.95,312.59,310.68,311.75,310.11,315.30,314.07,314.55
311.75,312.34,310.99,312.24,310.11,315.27,313.74,314.33
312.24,313.43,312.07,313.00,310.11,315.25,313.61,314.21
313.00,313.62,312.75,313.51,310.12,315.25,313.59,314.14
313.50,314.35,313.26,313.91,310.13,315.25,313.65,314.12
313.91,314.41,313.22,313.39,310.13,315.23,313.60,314.05
313.38,314.67,313.18,314.54,310.14,315.26,313.77,314.09
314.55,314.91,314.22,314.88,310.15,315.31,313.97,314.17
314.87,315.54,313.90,313.93,310.15,315.26,313.96,314.15
313.95,315.19,313.29,314.42,310.15,315.22,314.05,314.17
314.26,315.09,313.47,314.01,310.16,315.17,314.04,314.16
313.98,314.81,312.76,314.66,310.16,315.12,314.15,314.21
314.66,315.65,314.48,315.08,310.17,315.09,314.32,314.29
315.07,315.53,314.50,315.34,310.19,315.07,314.51,314.39
315.29,315.93,314.85,315.85,310.21,315.06,314.75,314.53
315.85,316.13,315.14,315.21,310.23,315.03,314.83,314.59
315.21,315.88,314.91,315.83,310.25,315.02,315.02,314.71
315.83,316.03,315.63,315.96,310.27,315.02,315.19,314.83
315.96,316.67,315.71,316.51,310.30,315.03,315.43,314.99
316.51,316.67,316.18,316.40,310.32,315.03,315.60,315.12
316.41,316.95,316.35,316.92,310.35,315.03,315.84,315.30
316.92,317.46,316.51,317.35,310.38,315.06,316.12,315.49
317.34,317.88,316.99,317.64,310.41,315.07,316.39,315.70
320.06,320.44,319.49,319.59,310.45,315.13,316.98,316.07
319.60,321.12,319.23,321.09,310.50,315.20,317.72,316.54
321.09,321.67,320.43,321.65,310.56,315.30,318.44,317.03
321.67,322.34,321.51,322.24,310.61,315.42,319.13,317.53
322.24,322.35,321.45,321.72,310.66,315.53,319.60,317.93
321.72,322.03,321.55,321.79,310.71,315.64,320.00,318.29
321.80,322.03,321.54,321.65,310.75,315.75,320.30,318.61
321.66,322.46,321.55,322.27,310.80,315.88,320.66,318.96
322.27,322.71,321.85,321.92,310.85,316.01,320.89,319.24
321.92,322.06,319.77,319.88,310.89,316.11,320.70,319.30
319.88,320.63,319.07,320.41,310.95,316.24,320.65,319.41
320.40,320.51,317.09,317.11,310.98,316.26,320.01,319.19
317.10,317.33,314.13,314.84,311.01,316.25,319.07,318.78
313.25,315.31,312.00,313.89,311.04,316.22,318.13,318.31
313.84,314.36,312.33,314.32,311.07,316.24,317.43,317.93
314.30,315.92,314.28,314.82,311.10,316.25,316.96,317.63
314.82,315.81,314.30,315.29,311.13,316.27,316.66,317.41
315.31,316.67,315.09,316.00,311.16,316.29,316.54,317.28
316.00,316.64,315.29,315.89,311.20,316.33,316.42,317.14
315.89,316.33,315.15,315.31,311.23,316.36,316.22,316.97
315.31,315.75,314.52,315.51,311.27,316.38,316.09,316.83
315.51,316.99,315.41,316.34,311.30,316.41,316.13,316.78
316.34,317.67,315.90,317.24,311.34,316.45,316.33,316.83
317.24,317.62,316.42,317.40,311.38,316.47,316.53,316.88
317.42,317.56,315.77,317.34,311.41,316.50,316.68,316.93
317.35,319.76,317.18,318.89,311.46,316.57,317.08,317.11
322.48,322.64,321.23,321.88,311.51,316.77,317.95,317.57
321.88,322.50,321.13,322.46,311.58,316.99,318.77,318.03
322.46,323.04,322.15,322.24,311.63,317.19,319.40,318.43
322.24,322.47,320.56,321.73,311.69,317.36,319.83,318.75
321.73,321.83,319.74,319.75,311.74,317.49,319.81,318.84
319.75,320.72,319.27,320.64,311.78,317.62,319.96,319.01
320.64,321.12,319.80,321.07,311.81,317.77,320.16,319.21
321.08,321.63,320.70,321.33,311.86,317.91,320.38,319.41
321.32,321.78,320.93,321.10,311.89,318.03,320.51,319.57
321.10,322.19,320.77,321.88,311.93,318.19,320.76,319.79
321.88,322.21,320.91,320.92,311.97,318.32,320.79,319.90
320.92,321.65,320.19,321.58,312.01,318.47,320.93,320.06
321.58,322.59,321.36,321.87,312.05,318.62,321.10,320.23
319.78,320.46,319.10,319.73,312.07,318.71,320.85,320.18
319.74,320.33,319.09,320.24,312.10,318.81,320.74,320.19
320.25,320.73,319.80,319.88,312.14,318.89,320.58,320.16
319.90,320.30,319.34,319.96,312.17,318.99,320.47,320.14
319.97,320.05,319.28,319.80,312.21,319.06,320.35,320.11
319.80,320.02,319.24,319.56,312.27,319.14,320.21,320.06
319.56,320.10,319.51,319.70,312.33,319.20,320.11,320.02
319.69,320.60,319.62,320.57,312.40,319.28,320.20,320.07
320.57,320.60,319.88,319.93,312.47,319.34,320.15,320.06
319.93,320.64,319.85,320.49,312.56,319.41,320.21,320.10
320.49,320.61,319.25,319.37,312.64,319.44,320.06,320.03
319.38,320.86,319.21,320.81,312.71,319.47,320.19,320.11
320.80,321.28,320.23,320.82,312.80,319.46,320.31,320.17
321.82,322.09,320.93,321.32,312.89,319.45,320.49,320.28
321.32,321.50,319.84,320.11,312.96,319.41,320.42,320.27
320.11,321.03,319.74,321.01,313.05,319.40,320.53,320.34
321.00,321.42,320.94,321.16,313.13,319.38,320.64,320.42
321.16,321.53,320.68,321.39,313.22,319.38,320.78,320.51
321.39,321.68,321.27,321.45,313.31,319.36,320.90,320.60
321.44,321.61,321.09,321.21,313.39,319.35,320.96,320.66
321.21,321.58,320.91,321.43,313.48,319.38,321.04,320.73
321.44,321.47,321.09,321.24,313.57,319.40,321.08,320.78
321.25,322.09,321.24,321.93,313.66,319.49,321.23,320.89
321.93,322.23,321.65,322.01,313.74,319.64,321.37,321.00
322.01,322.30,321.67,322.30,313.83,319.80,321.54,321.12
322.30,322.57,321.55,321.68,313.92,319.95,321.57,321.17
321.41,322.14,320.62,321.13,314.00,320.08,321.49,321.17
321.15,322.65,320.93,322.63,314.09,320.22,321.70,321.31
322.63,323.02,322.42,322.49,314.19,320.35,321.84,321.42
322.49,322.80,322.33,322.74,314.27,320.49,322.00,321.55
322.74,323.14,322.64,322.86,314.34,320.64,322.16,321.67
322.86,323.09,322.46,322.74,314.43,320.79,322.26,321.77
322.74,323.06,322.67,323.02,314.53,320.92,322.40,321.89
323.02,323.32,322.86,323.30,314.64,321.04,322.56,322.03
323.30,323.81,323.15,323.71,314.75,321.17,322.77,322.19
323.71,323.75,323.52,323.73,314.85,321.30,322.95,322.33
323.74,323.98,323.69,323.78,314.97,321.39,323.10,322.47
323.78,324.59,323.64,324.53,315.08,321.45,323.36,322.67
324.53,325.13,324.29,324.34,315.19,321.48,323.54,322.83
326.48,326.93,325.89,326.71,315.31,321.57,324.11,323.20
326.71,326.91,325.48,325.76,315.44,321.65,324.41,323.44
325.77,326.66,325.44,326.40,315.57,321.79,324.77,323.72
326.40,326.65,325.68,326.43,315.70,321.90,325.08,323.98
326.43,326.67,325.62,326.01,315.83,322.00,325.25,324.17
326.01,326.15,325.59,326.05,315.96,322.10,325.39,324.35
326.04,326.30,325.76,326.29,316.08,322.20,325.56,324.54
326.29,326.37,325.77,326.31,316.20,322.29,325.69,324.71
326.31,326.69,326.24,326.52,316.31,322.40,325.84,324.88
326.52,326.85,326.34,326.61,316.43,322.50,325.98,325.04
326.61,326.62,326.26,326.42,316.55,322.59,326.06,325.17
326.43,326.51,324.87,325.02,316.66,322.70,325.87,325.16
325.02,325.37,323.94,324.97,316.76,322.79,325.71,325.14
324.62,326.16,324.54,325.71,316.87,322.91,325.71,325.20
325.72,326.02,325.28,325.30,316.98,323.02,325.63,325.21
325.31,325.79,324.70,325.20,317.10,323.12,325.56,325.21
325.20,325.47,324.50,325.39,317.21,323.24,325.53,325.22
325.39,325.80,325.32,325.60,317.31,323.36,325.54,325.26
325.60,326.32,325.44,325.99,317.42,323.47,325.62,325.33
325.99,326.09,325.68,325.87,317.52,323.59,325.67,325.38
325.86,326.03,325.66,325.76,317.62,323.69,325.68,325.42
325.76,325.82,324.74,324.77,317.71,323.80,325.52,325.35
324.77,325.53,324.73,325.53,317.80,323.89,325.52,325.37
325.53,325.94,325.22,325.76,317.89,323.99,325.56,325.41
325.76,326.48,325.67,326.02,317.99,324.09,325.65,325.47
326.02,327.20,325.93,326.83,318.09,324.22,325.86,325.60
326.45,327.23,326.12,326.99,318.20,324.34,326.07,325.73
327.00,327.09,325.52,326.40,318.29,324.44,326.13,325.79
326.40,326.96,326.15,326.26,318.39,324.54,326.15,325.84
326.26,326.75,325.83,326.68,318.48,324.65,326.25,325.92
326.68,327.12,326.50,326.64,318.57,324.76,326.32,325.99
326.67,326.67,325.43,325.75,318.65,324.84,326.22,325.96
325.75,325.92,324.98,325.27,318.72,324.92,326.04,325.90
325.25,325.90,324.65,324.95,318.80,324.98,325.84,325.81
324.95,325.02,322.98,323.57,318.87,325.01,325.43,325.59
323.57,323.59,321.48,322.61,318.93,325.02,324.92,325.31
322.61,323.28,321.89,322.95,318.99,325.05,324.56,325.09
322.96,323.24,321.91,322.47,319.05,325.07,324.18,324.84
322.47,323.06,321.72,322.93,319.11,325.08,323.95,324.65
320.93,321.16,319.49,320.60,319.16,325.04,323.34,324.27
320.61,321.67,320.52,321.29,319.21,325.01,322.97,323.98
321.30,321.84,320.18,321.78,319.26,324.99,322.75,323.77
321.78,321.99,321.15,321.68,319.31,324.97,322.56,323.58
321.67,321.76,320.83,321.33,319.37,324.94,322.33,323.36
